path,status,name,description,issues
extensions/supremepower/core/skills/dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
extensions/supremepower/core/skills/executing-plans/SKILL.md,ok,executing-plans,Use when you have a written implementation plan to execute in a separate session with review checkpoints,
extensions/supremepower/core/skills/finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
extensions/supremepower/core/skills/receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
extensions/supremepower/core/skills/requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
extensions/supremepower/core/skills/subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
extensions/supremepower/core/skills/systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
extensions/supremepower/core/skills/test-driven-development/SKILL.md,ok,test-driven-development,"Use when implementing any feature or bugfix, before writing implementation code",
extensions/supremepower/core/skills/using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
extensions/supremepower/core/skills/using-superpowers/SKILL.md,ok,using-superpowers,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",
extensions/supremepower/core/skills/verification-before-completion/SKILL.md,ok,verification-before-completion,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",
extensions/supremepower/core/skills/writing-plans/SKILL.md,ok,writing-plans,"Use when you have a spec or requirements for a multi-step task, before touching code",
extensions/supremepower/core/skills/writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
extensions/supremepower/skills/brainstorming/SKILL.md,ok,brainstorming,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",
extensions/supremepower/skills/dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
extensions/supremepower/skills/executing-plans/SKILL.md,ok,executing-plans,Use when you have a written implementation plan to execute in a separate session with review checkpoints,
extensions/supremepower/skills/finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
extensions/supremepower/skills/receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
extensions/supremepower/skills/requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
extensions/supremepower/skills/subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
extensions/supremepower/skills/systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
extensions/supremepower/skills/test-driven-development/SKILL.md,ok,test-driven-development,"Use when implementing any feature or bugfix, before writing implementation code",
extensions/supremepower/skills/using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
extensions/supremepower/skills/using-superpowers/SKILL.md,ok,using-superpowers,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",
extensions/supremepower/skills/verification-before-completion/SKILL.md,ok,verification-before-completion,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",
extensions/supremepower/skills/writing-plans/SKILL.md,ok,writing-plans,"Use when you have a spec or requirements for a multi-step task, before touching code",
extensions/supremepower/skills/writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
hookify/2cd88e7947b7/skills/writing-rules/SKILL.md,ok,writing-hookify-rules,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns.",
qwen_integrations/supremepower/skills/brainstorming/SKILL.md,ok,brainstorming,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",
qwen_integrations/supremepower/skills/dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
qwen_integrations/supremepower/skills/ecosystem-clarity/SKILL.md,ok,ecosystem-clarity,"Single reference for how Supremepower/Cursor skills, agents, and the multi-ecosystem map fit together. Use when coordinating across Qwen/Gemini/Codex/Cursor, when creating skills or agents, when cleaning ecosystem bloat, or when the user asks how everything connects.",
qwen_integrations/supremepower/skills/executing-plans/SKILL.md,ok,executing-plans,Use when you have a written implementation plan to execute in a separate session with review checkpoints,
qwen_integrations/supremepower/skills/finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
qwen_integrations/supremepower/skills/receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
qwen_integrations/supremepower/skills/requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
qwen_integrations/supremepower/skills/subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
qwen_integrations/supremepower/skills/systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
qwen_integrations/supremepower/skills/test-driven-development/SKILL.md,ok,test-driven-development,"Use when implementing any feature or bugfix, before writing implementation code",
qwen_integrations/supremepower/skills/using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
qwen_integrations/supremepower/skills/using-superpowers/SKILL.md,ok,using-superpowers,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",
qwen_integrations/supremepower/skills/verification-before-completion/SKILL.md,ok,verification-before-completion,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",
qwen_integrations/supremepower/skills/workflow-bootstrap/SKILL.md,ok,workflow-bootstrap,"Defines mandatory workflows and where Supremepower/Gemini capabilities live. Use when starting creative work, multi-step implementation, or when the user asks how skills and agents are organized. Ensures brainstorm before coding and plan-before-implement discipline.",
qwen_integrations/supremepower/skills/writing-plans/SKILL.md,ok,writing-plans,"Use when you have a spec or requirements for a multi-step task, before touching code",
qwen_integrations/supremepower/skills/writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
qwen_skills/agent-development/SKILL.md,ok,agent-development,"This skill should be used when the user asks to ""create an agent"", ""add an agent"", ""write a subagent"", ""agent frontmatter"", ""when to use description"", ""agent examples"", ""agent tools"", ""agent colors"", ""autonomous agent"", or needs guidance on agent structure, system prompts, triggering conditions, or agent development best practices for Claude Code plugins.",
qwen_skills/automation-recommender/SKILL.md,ok,automation-recommender,"Analyze a codebase and recommend Claude Code automations (hooks, subagents, skills, plugins, MCP servers). Use when user asks for automation recommendations, wants to optimize their Claude Code setup, mentions improving Claude Code workflows, asks how to first set up Claude Code for a project, or wants to know what Claude Code features they should use.",
qwen_skills/build-mcp-app/SKILL.md,ok,build-mcp-app,"This skill should be used when the user wants to build an ""MCP app"", add ""interactive UI"" or ""widgets"" to an MCP server, ""render components in chat"", build ""MCP UI resources"", make a tool that shows a ""form"", ""picker"", ""dashboard"" or ""confirmation dialog"" inline in the conversation, or mentions ""apps SDK"" in the context of MCP. Use AFTER the build-mcp-server skill has settled the deployment model, or when the user already knows they want UI widgets.",
qwen_skills/build-mcp-server/SKILL.md,ok,build-mcp-server,"This skill should be used when the user asks to ""build an MCP server"", ""create an MCP"", ""make an MCP integration"", ""wrap an API for Claude"", ""expose tools to Claude"", ""make an MCP app"", or discusses building something with the Model Context Protocol. It is the entry point for MCP server development — it interrogates the user about their use case, determines the right deployment model (remote HTTP, MCPB, local stdio), picks a tool-design pattern, and hands off to specialized skills.",
qwen_skills/build-mcpb/SKILL.md,ok,build-mcpb,"This skill should be used when the user wants to ""package an MCP server"", ""bundle an MCP"", ""make an MCPB"", ""ship a local MCP server"", ""distribute a local MCP"", discusses "".mcpb files"", mentions bundling a Node or Python runtime with their MCP server, or needs an MCP server that interacts with the local filesystem, desktop apps, or OS and must be installable without the user having Node/Python set up.",
qwen_skills/claude-md-improver/SKILL.md,ok,claude-md-improver,"Audit and improve CLAUDE.md files in repositories. Use when user asks to check, audit, update, improve, or fix CLAUDE.md files. Scans for all CLAUDE.md files, evaluates quality against templates, outputs quality report, then makes targeted updates. Also use when the user mentions ""CLAUDE.md maintenance"" or ""project memory optimization"".",
qwen_skills/command-development/SKILL.md,ok,command-development,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in commands, user interaction patterns, or command development best practices for Claude Code.",
qwen_skills/cursor-integration/SKILL.md,ok,cursor-integration,"Use when coordinating between Qwen, Cursor, Claude, or other AI tools, or integrating systematic methodologies across ecosystems",
qwen_skills/devtu-fix-tool/SKILL.md,ok,devtu-fix-tool,"Fix failing ToolUniverse tools by diagnosing test failures, identifying root causes, implementing fixes, and validating solutions. Use when ToolUniverse tools fail tests, return errors, have schema validation issues, or when asked to debug or fix tools in the ToolUniverse framework.",
qwen_skills/devtu-optimize-descriptions/SKILL.md,ok,devtu-optimize-descriptions,"Optimize tool descriptions in ToolUniverse JSON configs for clarity and usability. Reviews descriptions for missing prerequisites, unexpanded abbreviations, unclear parameters, and missing usage guidance. Use when reviewing tool descriptions, improving API documentation, or when user asks to check if tools are easy to understand.",
qwen_skills/devtu-optimize-skills/SKILL.md,ok,devtu-optimize-skills,"Optimize ToolUniverse skills for better report quality, evidence handling, and user experience. Apply patterns like tool verification, foundation data layers, disambiguation-first, evidence grading, quantified completeness, and report-only output. Use when reviewing skills, improving existing skills, or creating new ToolUniverse research skills.",
qwen_skills/discord-access/SKILL.md,ok,discord-access,"Manage Discord channel access — approve pairings, edit allowlists, set DM/group policy. Use when the user asks to pair, approve someone, check who's allowed, or change policy for the Discord channel.",
qwen_skills/discord-configure/SKILL.md,ok,discord-configure,"Set up the Discord channel — save the bot token and review access policy. Use when the user pastes a Discord bot token, asks to configure Discord, asks ""how do I set this up"" or ""who can reach me,"" or wants to check channel status.",
qwen_skills/ecosystem-navigation/SKILL.md,ok,ecosystem-navigation,"Use when someone asks about Qwen capabilities, needs to understand how to use Qwen features, wants to find specific functionality, or orienting to the Qwen system",
qwen_skills/frontend-design/SKILL.md,ok,frontend-design,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics.",
qwen_skills/git-ai-assistant/SKILL.md,ok,git-ai-assistant,"Use when working with Git AI integration, attribution tracking, checkpoint creation, or AI vs human contribution analysis",
qwen_skills/git-ai-cursor-integration/SKILL.md,ok,git-ai-cursor-integration,"Use when integrating Git AI tracking with Cursor workflows, setting up automatic checkpoint creation, or configuring attribution logging",
qwen_skills/hook-development/SKILL.md,ok,hook-development,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides comprehensive guidance for creating and implementing Claude Code plugin hooks with focus on advanced prompt-based hooks API.",
qwen_skills/ice-tracker-integration/SKILL.md,ok,ice-tracker-integration,"Use when working on ICE Tracker project development, needing Git AI assistance specific to this project, or analyzing project architecture",
qwen_skills/imessage-access/SKILL.md,ok,imessage-access,"Manage iMessage channel access — approve pairings, edit allowlists, set DM/group policy. Use when the user asks to pair, approve someone, check who's allowed, or change policy for the iMessage channel.",
qwen_skills/imessage-configure/SKILL.md,ok,imessage-configure,"Check iMessage channel setup and review access policy. Use when the user asks to configure iMessage, asks ""how do I set this up"" or ""who can reach me,"" or wants to know why texts aren't reaching the assistant.",
qwen_skills/managing-ecosystem-cleanup/SKILL.md,ok,managing-ecosystem-cleanup,"Use when auditing AI tool ecosystems for duplicate plugins, backup skills, and context bloat across Claude/Cursor/Gemini installations",
qwen_skills/math-olympiad/SKILL.md,incomplete_frontmatter,math-olympiad,,missing_description_field
qwen_skills/mcp-integration/SKILL.md,ok,mcp-integration,"This skill should be used when the user asks to ""add MCP server"", ""integrate MCP"", ""configure MCP in plugin"", ""use .mcp.json"", ""set up Model Context Protocol"", ""connect external service"", mentions ""${CLAUDE_PLUGIN_ROOT} with MCP"", or discusses MCP server types (SSE, stdio, HTTP, WebSocket). Provides comprehensive guidance for integrating Model Context Protocol servers into Claude Code plugins for external tool and service integration.",
qwen_skills/narrative-blueprints/SKILL.md,ok,narrative-blueprints,"Use when you need persuasive, descriptive narratives that explain a concept, monetization model, and tool workflow for non-technical audiences.",
qwen_skills/playground/SKILL.md,ok,playground,"Creates interactive HTML playgrounds — self-contained single-file explorers that let users configure something visually through controls, see a live preview, and copy out a prompt. Use when the user asks to make a playground, explorer, or interactive tool for a topic.",
qwen_skills/plugin-settings/SKILL.md,ok,plugin-settings,"This skill should be used when the user asks about ""plugin settings"", ""store plugin configuration"", ""user-configurable plugin"", "".local.md files"", ""plugin state files"", ""read YAML frontmatter"", ""per-project plugin settings"", or wants to make plugin behavior configurable. Documents the .claude/plugin-name.local.md pattern for storing plugin-specific configuration with YAML frontmatter and markdown content.",
qwen_skills/plugin-structure/SKILL.md,ok,plugin-structure,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices.",
qwen_skills/self-assistance/SKILL.md,ok,self-assistance,"Use when organizing complex information, creating templates, managing multi-step tasks, preserving context, or structuring documentation",
qwen_skills/self-improvement/SKILL.md,ok,self-improvement,"Use when enhancing Qwen's own capabilities, improving workflows, optimizing effectiveness, or implementing continuous improvement cycles",
qwen_skills/session-report/SKILL.md,ok,session-report,"Generate an explorable HTML report of Claude Code session usage (tokens, cache, subagents, skills, expensive prompts) from ~/.claude/projects transcripts.",
qwen_skills/setup-tooluniverse/SKILL.md,ok,setup-tooluniverse,"Install and configure ToolUniverse with MCP integration for any AI coding client (Cursor, Claude Desktop, Windsurf, VS Code, Codex, Gemini CLI, Trae, Cline, Antigravity, OpenCode, etc.). Covers uv/uvx setup, MCP configuration, API key walkthrough, skill installation, and upgrading. Use when setting up ToolUniverse, configuring MCP servers, troubleshooting installation issues, upgrading versions, or when user mentions installing ToolUniverse or setting up scientific tools.",
qwen_skills/skill-creator/SKILL.md,ok,skill-creator,"Create new skills, modify and improve existing skills, and measure skill performance. Use when users want to create a skill from scratch, update or optimize an existing skill, run evals to test a skill, benchmark skill performance with variance analysis, or optimize a skill's description for better triggering accuracy.",
qwen_skills/skill-development/SKILL.md,ok,skill-development,"This skill should be used when the user wants to ""create a skill"", ""add a skill to plugin"", ""write a new skill"", ""improve skill description"", ""organize skill content"", or needs guidance on skill structure, progressive disclosure, or skill development best practices for Claude Code plugins.",
qwen_skills/sora/SKILL.md,ok,sora,"Use when the user asks to generate, remix, poll, list, download, or delete Sora videos via OpenAI\u2019s video API using the bundled CLI (`scripts/sora.py`), including requests like \u201cgenerate AI video,\u201d \u201cSora,\u201d \u201cvideo remix,\u201d \u201cdownload video/thumbnail/spritesheet,\u201d and batch video generation; requires `OPENAI_API_KEY` and Sora API access.",
qwen_skills/superpowers-brainstorming/SKILL.md,ok,brainstorming,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",
qwen_skills/superpowers-dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
qwen_skills/superpowers-ecosystem-clarity/SKILL.md,ok,ecosystem-clarity,"Single reference for how Supremepower/Cursor skills, agents, and the multi-ecosystem map fit together. Use when coordinating across Qwen/Gemini/Codex/Cursor, when creating skills or agents, when cleaning ecosystem bloat, or when the user asks how everything connects.",
qwen_skills/superpowers-executing-plans/SKILL.md,ok,executing-plans,Use when you have a written implementation plan to execute in a separate session with review checkpoints,
qwen_skills/superpowers-finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
qwen_skills/superpowers-receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
qwen_skills/superpowers-requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
qwen_skills/superpowers-subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
qwen_skills/superpowers-systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
qwen_skills/superpowers-test-driven-development/SKILL.md,ok,test-driven-development,"Use when implementing any feature or bugfix, before writing implementation code",
qwen_skills/superpowers-using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
qwen_skills/superpowers-using-superpowers/SKILL.md,ok,using-superpowers,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",
qwen_skills/superpowers-verification-before-completion/SKILL.md,ok,verification-before-completion,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",
qwen_skills/superpowers-workflow-bootstrap/SKILL.md,ok,workflow-bootstrap,"Defines mandatory workflows and where Supremepower/Gemini capabilities live. Use when starting creative work, multi-step implementation, or when the user asks how skills and agents are organized. Ensures brainstorm before coding and plan-before-implement discipline.",
qwen_skills/superpowers-writing-plans/SKILL.md,ok,writing-plans,"Use when you have a spec or requirements for a multi-step task, before touching code",
qwen_skills/superpowers-writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
qwen_skills/systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
qwen_skills/telegram-access/SKILL.md,ok,telegram-access,"Manage Telegram channel access — approve pairings, edit allowlists, set DM/group policy. Use when the user asks to pair, approve someone, check who's allowed, or change policy for the Telegram channel.",
qwen_skills/telegram-configure/SKILL.md,ok,telegram-configure,"Set up the Telegram channel — save the bot token and review access policy. Use when the user pastes a Telegram bot token, asks to configure Telegram, asks ""how do I set this up"" or ""who can reach me,"" or wants to check channel status.",
qwen_skills/tooluniverse-clinical-trial-design/SKILL.md,ok,tooluniverse-clinical-trial-design,"Strategic clinical trial design feasibility assessment using ToolUniverse. Evaluates patient population sizing, biomarker prevalence, endpoint selection, comparator analysis, safety monitoring, and regulatory pathways. Creates comprehensive feasibility reports with evidence grading, enrollment projections, and trial design recommendations. Use when planning Phase 1/2 trials, assessing trial feasibility, or designing biomarker-driven studies.",
qwen_skills/tooluniverse-sequence-retrieval/SKILL.md,ok,tooluniverse-sequence-retrieval,"Retrieves biological sequences (DNA, RNA, protein) from NCBI and ENA with gene disambiguation, accession type handling, and comprehensive sequence profiles. Creates detailed reports with sequence metadata, cross-database references, and download options. Use when users need nucleotide sequences, protein sequences, genome data, or mention GenBank, RefSeq, EMBL accessions.",
qwen_skills/tooluniverse/SKILL.md,ok,tooluniverse,"General strategies for using ToolUniverse effectively with 10000+ scientific tools. Covers tool discovery, multi-hop queries, comprehensive research workflows, disambiguation, evidence grading, and report generation. Use when users need to research any scientific topic, find biological data, explore drug/target/disease relationships, or need guidance on how to use ToolUniverse tools wisely.",
qwen_skills/workspace-ecosystem-audit/SKILL.md,ok,workspace-ecosystem-audit,"Deep inventory and purpose-aware review of local AI/agent ecosystems (.claude, .claude-server-commander, .codex, .cursor, .gemini, .grok, .qodo, .qwen). Use to index, summarize, and reason about every file beyond filenames—capture intent, code function, and configuration roles.",
qwen_skills/writing-rules/SKILL.md,ok,writing-rules,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns.",
qwen_superpowers/4.2.0/skills/brainstorming/SKILL.md,ok,brainstorming,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",
qwen_superpowers/4.2.0/skills/dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
qwen_superpowers/4.2.0/skills/executing-plans/SKILL.md,ok,executing-plans,Use when you have a written implementation plan to execute in a separate session with review checkpoints,
qwen_superpowers/4.2.0/skills/finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
qwen_superpowers/4.2.0/skills/receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
qwen_superpowers/4.2.0/skills/requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
qwen_superpowers/4.2.0/skills/subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
qwen_superpowers/4.2.0/skills/systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
qwen_superpowers/4.2.0/skills/test-driven-development/SKILL.md,ok,test-driven-development,"Use when implementing any feature or bugfix, before writing implementation code",
qwen_superpowers/4.2.0/skills/using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
qwen_superpowers/4.2.0/skills/using-superpowers/SKILL.md,ok,using-superpowers,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",
qwen_superpowers/4.2.0/skills/verification-before-completion/SKILL.md,ok,verification-before-completion,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",
qwen_superpowers/4.2.0/skills/writing-plans/SKILL.md,ok,writing-plans,"Use when you have a spec or requirements for a multi-step task, before touching code",
qwen_superpowers/4.2.0/skills/writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
qwen_superpowers/skills/brainstorming/SKILL.md,ok,brainstorming,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",
qwen_superpowers/skills/dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
qwen_superpowers/skills/ecosystem-clarity/SKILL.md,ok,ecosystem-clarity,"Single reference for how Supremepower/Cursor skills, agents, and the multi-ecosystem map fit together. Use when coordinating across Qwen/Gemini/Codex/Cursor, when creating skills or agents, when cleaning ecosystem bloat, or when the user asks how everything connects.",
qwen_superpowers/skills/executing-plans/SKILL.md,ok,executing-plans,Use when you have a written implementation plan to execute in a separate session with review checkpoints,
qwen_superpowers/skills/finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
qwen_superpowers/skills/receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
qwen_superpowers/skills/requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
qwen_superpowers/skills/subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
qwen_superpowers/skills/systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
qwen_superpowers/skills/test-driven-development/SKILL.md,ok,test-driven-development,"Use when implementing any feature or bugfix, before writing implementation code",
